순번,주차장관리번호,주차장명,주차장 유형,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공유일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권적용시간,월정기요금,결제방법,관리기관명,경도,위도
204,154-2-000224,서변2(공영),노외,대구광역시 북구 서변동 1791,95,3,미시행,평일+토요일+공휴일,10:00:00,19:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,400,10,200,0,4000,40000,현금,대구광역시청,35.9209007,128.5971581
205,154-2-000225,서편업무지구(공영),노외,대구광역시 북구 산격동 1639,105,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9040048,128.6086279
206,154-2-000230,신기공원북편(공영),노외,대구광역시 북구 산격동 1617,58,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9078387,128.6083227
207,154-2-000232,신천둔치(공영),노외,대구광역시 북구 칠성동1가 276-165,437,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,500,10,250,0,5000,50000,현금,대구광역시청,35.87695466,128.604501
208,154-2-000238,우편집중국서편(공영),노외,대구광역시 북구 산격동 1567,29,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9102388,128.612293
209,154-2-000239,읍내동임시공영,노외,대구광역시 북구 읍내동 412-5,10,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.9528191,128.5554145
210,154-2-000240,임시공영(공영청사부지),노외,대구광역시 북구 구암동 771-3,338,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.94153605,128.5657163
211,154-2-000241,임시공영(관음동),노외,대구광역시 북구 관음동 1230-2,120,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.94307205,128.5420358
212,154-2-000242,임시공영(복현1동)1,노외,대구광역시 북구 복현동 404-3,23,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89503549,128.6140324
213,154-2-000243,임시공영(복현1동)2,노외,대구광역시 북구 복현동 615-31,23,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.8906191,128.6162748
214,154-2-000244,임시공영(침산1동),노외,대구광역시 북구 침산동 1310-2,17,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89532315,128.5829465
215,154-2-000245,임시공영(팔달동),노외,대구광역시 북구 팔달동 151-36,17,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.89818443,128.5512569
216,154-2-000246,전자관북편1(공영),노외,대구광역시 북구 산격동 338-2,107,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9077608,128.605559
217,154-2-000247,전자관북편2(공영),노외,대구광역시 북구 산격동 603-9,104,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.90621166,128.6047681
218,154-2-000248,조야교남편(공영),노외,대구광역시 북구 조야동 436-2,74,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.91200881,128.5771953
219,154-2-000250,칠성(공영),노외,대구광역시 북구 칠성동1가 184-10,165,1,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,500,10,250,0,5000,50000,"신용카드, 교통카드",대구광역시청,35.87610607,128.6016615
220,154-2-000251,칠성동2가(공영),노외,대구광역시 북구 칠성동2가 409-613,19,1,미시행,평일+토요일+공휴일,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.879228,128.600019
221,154-2-000252,태전1동임시공영,노외,대구광역시 북구 태전동 302-8,11,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시 북구청,35.92703788,128.5412594
222,154-2-000255,팔달신시장(공영),노외,대구광역시 북구 노원동3가 883-3,164,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,300,10,150,0,0,0,교통카드,대구광역시청,35.89155443,128.5660515
223,154-2-000256,패션센터남편(공영),노외,대구광역시 북구 산격동 1670,66,3,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,무료,0,0,0,0,0,0,0,0,대구광역시청,35.9061485,128.6117408
224,154-2-000259,관음제2공영,노외,대구광역시 북구 관음동 185,44,2,미시행,평일+토요일+공휴일,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,600,10,300,0,6000,80000,신용카드,대구광역시 북구청,35.94290709,128.5462055
225,154-2-000262,무지개공영주차장,노외,대구광역시 북구 산격동 1393,51,2,미시행,평일+토요일+공휴일,06:00:00,23:59:00,06:00:00,23:59:00,06:00:00,23:59:00,유료,30,600,10,300,0,6000,100000,"현금, 신용카드",대구광역시 북구청,35.893295,128.6085684
226,154-2-000263,복현장미공원 공영주차장,노외,대구광역시 북구 복현동 439-1,96,2,미시행,평일+토요일+공휴일,06:00:00,23:59:00,06:00:00,23:59:00,06:00:00,23:59:00,유료,30,500,10,100,0,3000,50000,"현금, 카드",대구광역시 북구청,35.89336757,128.6173123
227,154-2-000264,산격4동공영주차장,노외,대구광역시 북구 산격동 1216-24,63,2,미시행,평일+토요일+공휴일,06:00:00,23:59:00,06:00:00,23:59:00,06:00:00,23:59:00,유료,30,600,10,300,0,6000,100000,"현금, 카드",대구광역시 북구청,35.89900362,128.606822
228,154-1-000265,운암지 공영주차장(노상),노상,대구광역시 북구 구암동 615-13,40,3,미시행,평일,09:00:00,18:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,400,10,200,0,4000,50000,"현금, 카드",대구광역시 북구청,35.931458,128.563546
229,154-2-000266,운암지 공영주차장(노외),노외,대구광역시 북구 구암동 615-13,140,3,미시행,평일,09:00:00,18:00:00,00:00:00,00:00:00,00:00:00,00:00:00,유료,30,400,10,200,0,4000,50000,"현금, 카드",대구광역시 북구청,35.931458,128.563546
