고객ID,나이,멤버십등급,월평균구매금액,구매횟수,리뷰점수,이탈여부,성별_남,성별_여,거주지역_경기,거주지역_기타,거주지역_대구,거주지역_부산,거주지역_서울,가입경로_광고,가입경로_앱,가입경로_웹,가입경로_지인추천,쿠폰사용여부_N,쿠폰사용여부_Y,회당평균구매금액
C0337,1.7271647167025923,0,-0.5834067172999089,-0.853637325928691,-0.6201819126779821,1,False,True,False,False,False,True,False,False,True,False,False,False,True,0.174549250692459
C0338,-0.6388143472735616,1,0.07112982568098442,-0.6302889936605877,-0.43494239276221686,0,True,False,False,True,False,False,False,False,False,True,False,True,False,0.5375195322891726
C0339,-1.056340064445824,2,0.5066052166610469,0.4864526676799291,1.0469737665639027,0,True,False,True,False,False,False,False,True,False,False,False,True,False,-0.24202161631517
C0340,1.657577097173882,2,0.9133360891032031,1.156497664484239,-0.06446335293068653,0,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.362549184511016
C0341,0.5441751847145154,0,-0.6380289562153935,-0.6302889936605877,-0.43494239276221686,1,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.2150695139205691
C0342,-0.708401966802272,1,0.42119543048950797,0.039756003143722386,0.30601568690084296,1,False,True,False,False,False,True,False,False,False,False,True,False,True,0.011749578911141968
C0343,0.474587565185805,0,-1.0667874502824275,-1.0769856581967945,-0.8054214325937472,1,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.1276716769863493
C0344,0.057061848013542554,3,1.6572582034222034,2.049890993556653,1.0469737665639027,0,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.3941507471197949
C0345,1.5184018581164611,0,2.7204345133150443,-1.0769856581967945,-0.6201819126779821,1,True,False,False,False,False,False,True,False,True,False,False,True,False,6.570926338318871
C0346,-0.8475772058596928,1,-0.36150771537445575,-0.4069406613924843,0.30601568690084296,0,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.18196256442146955
C0347,1.796752336231303,0,-1.1025702255545737,-0.4069406613924843,0.6764947267323725,0,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.8373347485215897
C0348,1.5879894776451715,1,-0.9422480427040452,0.26310433541182576,0.6764947267323725,1,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.9582697681927599
C0349,-1.1259276839745345,1,-0.3473185320683145,-0.6302889936605877,0.6764947267323725,1,False,True,False,False,False,False,True,False,False,True,False,False,True,0.09344458252341817
C0350,-1.1955153035032449,2,0.7100187814974341,0.26310433541182576,2.343650405974258,0,False,True,False,True,False,False,False,False,True,False,False,True,False,0.015871821230334787
C0351,0.12664946754225298,0,-1.0011656686816137,-0.853637325928691,-0.43494239276221686,1,False,True,False,False,False,False,True,False,False,False,True,True,False,-0.37962990282022935
C0352,-1.6130410206755073,3,2.2815270692004566,2.4965876580928597,1.7879318462269636,0,False,True,False,False,False,False,True,False,False,False,True,True,False,-0.33449874749047137
C0353,-0.708401966802272,1,-0.2328099601455376,-1.0769856581967945,0.49125520681660817,0,False,True,False,False,False,True,False,False,True,False,False,False,True,1.3474148148900382
C0354,-0.2212886301012991,2,0.9455578363609571,0.9331493322161358,-0.06446335293068653,0,True,False,False,True,False,False,False,False,True,False,False,False,True,-0.2548713777615402
C0355,1.7271647167025923,2,0.682434609405598,0.039756003143722386,0.30601568690084296,0,True,False,False,False,False,False,True,True,False,False,False,True,False,0.1850233131509975
C0356,1.796752336231303,3,1.9981215380029667,1.6031943290204458,1.0469737665639027,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.12829702161057036
C0357,-1.2651029230319553,0,-0.8037575914912861,-1.0769856581967945,-0.2497028728464517,0,True,False,False,False,True,False,False,False,False,True,False,True,False,0.33755885531408614
C0358,-0.012525771515167854,0,-0.5253177272929795,-1.0769856581967945,-0.9906609525095116,1,True,False,False,False,False,True,False,False,False,True,False,True,False,0.8300456278424444
C0359,-1.4738657816180865,0,-0.8608239310961622,-1.0769856581967945,-0.6201819126779821,1,False,True,True,False,False,False,False,False,False,True,False,True,False,0.2366235330931398
C0360,0.8921132823580675,0,-0.7483327042597169,-0.853637325928691,-0.06446335293068653,1,False,True,True,False,False,False,False,False,True,False,False,False,True,-0.044233718633123635
C0361,1.2400513800016195,1,-0.1426094579278138,-0.4069406613924843,0.49125520681660817,1,False,True,False,False,True,False,False,False,False,True,False,True,False,0.01162411296104658
C0362,1.4488142385877507,3,1.7132545059175872,1.156497664484239,1.2322132864796689,0,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.03604650072228196
C0363,-0.9867524449171136,3,1.8904236235031648,2.2732393258247563,0.8617342466481385,0,True,False,False,False,False,True,False,False,False,True,False,False,True,-0.385946977560005
C0364,1.4488142385877507,1,0.33478379175449285,0.26310433541182576,0.8617342466481385,1,False,True,False,False,True,False,False,False,True,False,False,False,True,-0.20535879598066234
C0365,-1.3346905425606657,1,-0.30532994481659304,0.26310433541182576,0.49125520681660817,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.5827563225915798
C0366,0.057061848013542554,2,0.7228239106389258,0.039756003143722386,-0.43494239276221686,0,False,True,False,True,False,False,False,False,False,True,False,True,False,0.21181257606735737
C0367,-0.08211339104387827,3,2.108361384009053,2.049890993556653,1.2322132864796689,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.25334791843668064
C0368,-0.6388143472735616,0,-0.5837204096767873,-0.6302889936605877,-0.6201819126779821,1,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.15743500627020873
C0369,-1.6826286402042177,1,-0.23323402939696825,-0.6302889936605877,0.49125520681660817,0,True,False,False,False,False,False,True,False,True,False,False,True,False,0.21451584222515138
C0370,1.0312885214154883,2,0.006536330675309865,0.7098009999480325,1.4174528063954333,1,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.5961267336303694
C0371,-0.5692267277448512,0,-0.7430728112045203,-0.853637325928691,-0.6201819126779821,1,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.03725619470154714
C0372,0.6137628042432258,1,-0.8034294089856365,0.7098009999480325,0.30601568690084296,1,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.9868401964973625
C0373,-0.2908762496300095,3,2.1625798209723706,2.719935990360963,1.4174528063954333,0,True,False,False,True,False,False,False,False,False,True,False,True,False,-0.42351713826046966
C0374,-0.4300514886874303,3,1.8302378983769345,1.156497664484239,0.8617342466481385,0,True,False,True,False,False,False,False,False,False,False,True,True,False,0.011702608179095854
C0375,1.4488142385877507,3,2.042400979699253,2.9432843226290664,1.2322132864796689,0,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.5043687818620476
C0376,-1.4738657816180865,2,0.38508650672229167,0.26310433541182576,-0.06446335293068653,0,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.17570137867174151
C0377,0.8921132823580675,0,-1.271873043464587,-0.4069406613924843,-0.8054214325937472,1,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.9870607919035738
C0378,0.8921132823580675,0,-0.8084821087228546,-0.4069406613924843,-2.287337591919867,1,False,True,True,False,False,False,False,True,False,False,False,True,False,-0.577252543851636
C0379,-0.4300514886874303,1,-0.2448158156262615,-0.6302889936605877,-0.43494239276221686,1,False,True,False,False,True,False,False,False,False,True,False,False,True,0.202224764861066
C0380,-0.8475772058596928,1,-0.36184471168671756,0.039756003143722386,-0.06446335293068653,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.5076223240994799
C0381,-1.752216259732928,1,-0.21459249225898075,-0.18359232912438098,-0.2497028728464517,0,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.25655998803160723
C0382,1.5879894776451715,1,0.4710081173439595,0.039756003143722386,-0.2497028728464517,0,False,True,False,False,True,False,False,False,True,False,False,True,False,0.04478914939059032
C0383,1.657577097173882,1,-0.022959771358778542,-0.18359232912438098,0.30601568690084296,0,True,False,False,True,False,False,False,False,False,True,False,True,False,-0.11129664390516718
C0384,-0.9171648253884032,2,0.8838331493169668,1.156497664484239,-0.06446335293068653,0,True,False,True,False,False,False,False,True,False,False,False,False,True,-0.37459139883860393
C0385,-1.6826286402042177,0,-0.659446002257729,-0.853637325928691,-2.1020980720041016,1,False,True,False,False,False,False,True,True,False,False,False,True,False,0.07367915220082373
C0386,-1.3346905425606657,0,-0.49703336477451865,-0.853637325928691,-0.9906609525095116,0,False,True,True,False,False,False,False,False,True,False,False,False,True,0.28912803166234535
C0387,-1.5434534011467969,0,-0.9236936580758984,-0.4069406613924843,-0.2497028728464517,1,True,False,True,False,False,False,False,False,False,False,True,True,False,-0.6791419846151568
C0388,1.2400513800016195,0,-1.4002272978893677,-0.6302889936605877,0.49125520681660817,1,True,False,False,False,False,False,True,False,True,False,False,False,True,-1.0239463658000973
C0389,1.4488142385877507,2,0.567432491530159,0.9331493322161358,1.2322132864796689,0,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.4220724098614771
C0390,-1.2651029230319553,1,-0.028783863449693275,-0.4069406613924843,-1.1759004724252766,0,True,False,False,False,True,False,False,False,True,False,False,True,False,0.11228785918333095
C0391,0.8921132823580675,0,-1.1229584360499683,-1.3003339904648978,-0.9906609525095116,1,True,False,True,False,False,False,False,True,False,False,False,True,False,0.4013187271010162
C0392,-1.1259276839745345,2,0.5705554391484968,0.4864526676799291,-0.06446335293068653,0,False,True,False,True,False,False,False,False,False,False,True,False,True,-0.2080882870133528
C0393,-0.4300514886874303,1,-0.41301452180456216,-0.4069406613924843,0.12077616698507782,0,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.2275135506910576
C0394,0.40499994565709463,0,-0.49126619263475124,-0.4069406613924843,-0.43494239276221686,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.2967168469271604
C0395,0.822525662829357,0,-0.6835909529399911,-0.4069406613924843,-1.5463795122568071,0,False,True,False,False,False,True,False,False,False,False,True,True,False,-0.4668027661124956
C0396,1.3792266190590403,0,-0.7086141284451619,-0.853637325928691,-0.8054214325937472,0,False,True,False,False,False,True,False,False,True,False,False,True,False,0.008455054763207655
C0397,-1.6130410206755073,1,-0.07737395292471203,0.4864526676799291,0.30601568690084296,0,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.5518932116930317
C0398,-1.056340064445824,0,-0.8846388883942747,-0.18359232912438098,-0.2497028728464517,0,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.764475232178096
C0399,-0.7779895863309824,0,-0.82463279719649,-0.853637325928691,-1.3611399923410419,0,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.14544979258387833
C0400,-0.6388143472735616,0,-1.178001274236575,-1.3003339904648978,-0.9906609525095116,0,False,True,True,False,False,False,False,False,True,False,False,False,True,0.2552843052302155
C0401,1.796752336231303,1,-0.7949877936811809,0.4864526676799291,-0.06446335293068653,0,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.9326741663599197
C0402,1.0312885214154883,0,-0.8367653830425794,-0.853637325928691,-1.1759004724252766,1,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.1615443038609389
C0403,-0.6388143472735616,2,0.6984247424173673,0.7098009999480325,0.30601568690084296,0,True,False,False,False,False,False,True,True,False,False,False,False,True,-0.2623717313725652
C0404,1.7271647167025923,0,-0.566084123509756,-1.0769856581967945,-0.06446335293068653,1,False,True,True,False,False,False,False,False,True,False,False,False,True,0.7579406117082836
C0405,-0.012525771515167854,1,0.1653369149390165,-0.6302889936605877,0.12077616698507782,0,True,False,False,True,False,False,False,False,True,False,False,False,True,0.6374960470850622
C0406,0.057061848013542554,1,0.16499515122835215,-0.853637325928691,-0.06446335293068653,1,False,True,False,False,True,False,False,False,True,False,False,False,True,1.1673435705186583
C0407,-0.2212886301012991,1,-0.491279697555364,0.039756003143722386,-1.7316190321725722,1,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.5934734718323667
C0408,-1.2651029230319553,0,-0.9651432332381213,-1.3003339904648978,-0.6201819126779821,1,True,False,False,False,False,False,True,False,True,False,False,False,True,0.820019009723052
C0409,1.5879894776451715,2,0.7383794849486293,2.049890993556653,-0.06446335293068653,0,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.6809603471086052
C0410,-1.752216259732928,2,1.2626717227396318,0.26310433541182576,1.0469737665639027,0,True,False,False,False,False,False,True,False,False,False,True,False,True,0.34170431190036143
C0411,-1.1259276839745345,0,-0.4968705599575538,-1.5236823227330012,-1.7316190321725722,1,False,True,False,False,False,True,False,False,False,False,True,False,True,5.60849855288596
C0412,-0.9867524449171136,0,-0.5890503273683574,-0.6302889936605877,-0.8054214325937472,0,True,False,False,False,False,True,False,True,False,False,False,True,False,-0.16309133849689086
C0413,-0.7779895863309824,3,1.687825991497408,2.4965876580928597,1.2322132864796689,0,True,False,False,True,False,False,False,False,True,False,False,False,True,-0.5003041389251097
C0414,-1.3346905425606657,1,-0.46193568255396156,-0.18359232912438098,0.12077616698507782,1,False,True,False,True,False,False,False,True,False,False,False,True,False,-0.4440535371518682
C0415,-1.752216259732928,0,-0.6735090254384212,-0.6302889936605877,-0.06446335293068653,0,False,True,False,True,False,False,False,False,True,False,False,True,False,-0.25272245165139684
C0416,0.6833504237719362,0,-1.1564007875853792,-1.5236823227330012,-0.9906609525095116,0,True,False,False,True,False,False,False,False,False,False,True,True,False,2.108892839553299
C0417,1.7271647167025923,1,-0.29716220658785103,-0.4069406613924843,-1.1759004724252766,1,False,True,False,False,False,False,True,False,False,True,False,True,False,-0.12505743691709625
C0418,-1.3346905425606657,2,0.5862946559974064,0.26310433541182576,-0.43494239276221686,0,False,True,False,False,False,False,True,False,False,True,False,False,True,-0.05707330754620367
C0419,-0.708401966802272,1,0.17085087272256705,-1.0769856581967945,-0.43494239276221686,0,True,False,True,False,False,False,False,True,False,False,False,True,False,2.061384495013633
C0420,0.057061848013542554,3,1.6962825243317519,1.8265426612885494,-0.06446335293068653,0,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.3131114970630147
C0421,-0.012525771515167854,1,-0.8595944456735869,-1.0769856581967945,-0.43494239276221686,0,False,True,False,False,False,False,True,False,False,False,True,True,False,0.23879816893193437
C0422,0.7529380433006466,0,-0.7462054670248117,-1.5236823227330012,-0.2497028728464517,1,False,True,False,False,False,True,False,False,False,True,False,False,True,4.285475242120833
C0423,0.9617009018867779,1,-0.41486784600318527,-0.4069406613924843,-0.06446335293068653,1,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.22915257184138124
C0424,0.3354123261283842,0,-0.8642249608250925,-1.3003339904648978,-1.5463795122568071,1,True,False,True,False,False,False,False,False,True,False,False,False,True,1.0877657694027272
C0425,-0.2908762496300095,0,2.7204345133150443,-0.6302889936605877,-0.9906609525095116,1,True,False,False,False,False,False,True,False,True,False,False,False,True,3.3490727963603684
C0426,-1.056340064445824,0,-0.9450664455374017,-0.6302889936605877,-0.6201819126779821,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.5409105767944803
C0427,1.30963899953033,0,-0.6731428899854895,-0.4069406613924843,-0.6201819126779821,0,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.45756283055504443
C0428,1.1008761409441987,2,0.22389326039081855,1.156497664484239,2.1584108860584936,0,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.6439590497694679
C0429,-1.6826286402042177,0,-1.0072459669612595,-0.4069406613924843,-1.3611399923410419,1,True,False,False,False,True,False,False,False,False,False,True,False,True,-0.7530329970582204
C0430,0.822525662829357,1,-0.06141787117308918,-0.18359232912438098,-0.06446335293068653,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.14044903584289117
C0431,-1.4738657816180865,1,-0.3931616199025745,0.039756003143722386,0.30601568690084296,1,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.5283940844989845
C0432,0.8921132823580675,1,-0.6473693201739243,0.039756003143722386,-0.06446335293068653,1,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.6970040061856959
C0433,-0.012525771515167854,2,0.7864806054367726,0.7098009999480325,0.30601568690084296,0,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.21989510615079308
C0434,-1.3346905425606657,2,0.9026410950544359,0.4864526676799291,-0.43494239276221686,1,False,True,False,False,False,True,False,False,True,False,False,True,False,-0.03187667304316441
C0435,-0.2212886301012991,2,0.6041280922517712,0.4864526676799291,0.30601568690084296,0,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.19027393314597335
C0436,-1.3346905425606657,0,-1.376226523761133,-1.3003339904648978,-1.5463795122568071,0,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.2706280689895741
C0437,0.2658247065996738,1,-0.05581304756628657,0.039756003143722386,-1.3611399923410419,0,True,False,False,True,False,False,False,False,True,False,False,False,True,-0.3046387997376282
C0438,1.5879894776451715,1,-0.6604234480225977,-0.18359232912438098,-0.6201819126779821,0,True,False,False,False,False,False,True,False,False,True,False,False,True,-0.5945132104514721
C0439,-1.4738657816180865,0,-0.7962039219570007,-1.0769856581967945,-1.5463795122568071,0,True,False,False,False,False,True,False,True,False,False,False,False,True,0.3509193069160755
C0440,-0.3604638691587199,0,-1.1019167866312936,-1.0769856581967945,-0.43494239276221686,0,False,True,False,False,False,False,True,True,False,False,False,False,True,-0.18980621914082488
C0441,1.7271647167025923,0,-1.171524118284486,-1.3003339904648978,-0.43494239276221686,1,False,True,False,False,False,False,True,False,True,False,False,False,True,0.2724688792091871
C0442,-0.708401966802272,1,-0.349161233613201,0.26310433541182576,-0.8054214325937472,1,True,False,False,False,False,True,False,False,True,False,False,True,False,-0.608598323840637
C0443,-1.3346905425606657,1,-0.28307112677849416,-0.18359232912438098,-0.2497028728464517,1,False,True,False,False,False,False,True,False,True,False,False,True,False,-0.3084688447487081
C0444,-0.012525771515167854,0,-1.0397512325943836,-1.3003339904648978,-2.1020980720041016,1,True,False,True,False,False,False,False,False,True,False,False,False,True,0.6220761635349366
C0445,0.057061848013542554,2,0.7660738876156108,1.156497664484239,0.30601568690084296,0,True,False,True,False,False,False,False,False,True,False,False,True,False,-0.42265719427258297
C0446,0.6137628042432258,3,1.6729317924443037,1.6031943290204458,1.7879318462269636,0,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.24333202115032246
C0447,-0.6388143472735616,0,-0.6246254059107262,-1.5236823227330012,-0.2497028728464517,1,False,True,False,False,True,False,False,True,False,False,False,False,True,4.930604545795885
C0448,1.657577097173882,3,1.8587833841008332,2.2732393258247563,0.8617342466481385,0,True,False,False,False,False,True,False,False,True,False,False,True,False,-0.3952741856869401
C0449,0.12664946754225298,0,-1.0533849075013646,-1.0769856581967945,-0.06446335293068653,1,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.10396610933380246
C0450,-0.7779895863309824,3,1.5656311369118225,1.6031943290204458,0.30601568690084296,0,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.28128934000300854
C0451,1.657577097173882,3,1.3658992800298737,1.8265426612885494,0.49125520681660817,0,True,False,True,False,False,False,False,False,False,False,True,True,False,-0.42267917123039633
C0452,1.5879894776451715,0,-0.8008208317870653,-0.4069406613924843,-0.2497028728464517,1,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.5704771534770997
C0453,-0.012525771515167854,2,0.525009743706989,0.7098009999480325,1.973171366142728,0,False,True,False,False,False,False,True,True,False,False,False,True,False,-0.3460241271980599
C0454,-1.6826286402042177,3,1.18069764918861,1.3798459967523424,1.7879318462269636,0,True,False,False,False,False,False,True,True,False,False,False,True,False,-0.341297885910666
C0455,0.40499994565709463,3,1.650022299679382,2.049890993556653,1.4174528063954333,0,False,True,False,True,False,False,False,False,True,False,False,True,False,-0.3964092896415803
C0456,-0.012525771515167854,3,2.7204345133150443,1.6031943290204458,-0.2497028728464517,1,False,True,False,False,False,True,False,False,True,False,False,False,True,0.12721925440186735
C0457,-1.2651029230319553,1,0.1664464842335655,0.7098009999480325,-1.5463795122568071,0,True,False,False,False,False,True,False,False,True,False,False,False,True,-0.5189888415134848
C0458,-0.012525771515167854,0,-1.3102758163965105,-0.853637325928691,-0.6201819126779821,1,False,True,True,False,False,False,False,False,False,True,False,False,True,-0.7896807214472255
C0459,1.2400513800016195,2,0.24728028210480793,-0.18359232912438098,0.49125520681660817,0,False,True,True,False,False,False,False,True,False,False,False,False,True,0.09355341353085973
C0460,-1.404278162089376,1,0.047431769978008693,0.039756003143722386,-0.8054214325937472,0,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.2361589677651095
C0461,0.822525662829357,1,0.1105014677369714,0.7098009999480325,-0.06446335293068653,0,True,False,True,False,False,False,False,False,False,False,True,True,False,-0.5459757497926984
C0462,-0.012525771515167854,1,-0.42661350223071237,0.4864526676799291,-0.06446335293068653,1,True,False,True,False,False,False,False,False,False,True,False,False,True,-0.7372070412757894
C0463,0.8921132823580675,1,-0.39776190539178435,0.7098009999480325,0.6764947267323725,1,False,True,False,False,False,False,True,False,True,False,False,False,True,-0.7911532095784951
C0464,-0.012525771515167854,0,-0.7176366095200779,-1.3003339904648978,-0.6201819126779821,1,True,False,False,False,False,False,True,False,True,False,False,True,False,1.4766800376540772
C0465,-1.752216259732928,2,0.020921328995035304,1.156497664484239,1.6026923263111976,0,False,True,False,True,False,False,False,False,False,True,False,True,False,-0.7268060988453285
C0466,1.7271647167025923,0,-1.3507598249657735,-1.0769856581967945,-0.8054214325937472,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.6299440031767215
C0467,-1.1955153035032449,2,0.543883654165483,0.7098009999480325,0.6764947267323725,0,False,True,False,True,False,False,False,False,False,True,False,False,True,-0.3369196792541669
C0468,0.3354123261283842,2,1.0117115896278621,0.039756003143722386,1.4174528063954333,0,True,False,False,False,False,False,True,False,True,False,False,True,False,0.403424902832386
C0469,-1.1259276839745345,1,-0.3475819123343368,-0.4069406613924843,-0.8054214325937472,0,False,True,False,False,True,False,False,False,False,False,True,False,True,-0.16964702581524238
C0470,1.5879894776451715,1,-0.210433178905619,-0.4069406613924843,1.973171366142728,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.04835703510730942
C0471,0.8921132823580675,0,-0.5853723293227107,-0.4069406613924843,-0.43494239276221686,1,True,False,False,False,False,False,True,True,False,False,False,False,True,-0.37994133000541275
C0472,1.1008761409441987,3,2.325355923760868,2.2732393258247563,1.7879318462269636,0,True,False,False,False,False,False,True,False,True,False,False,False,True,-0.2577335328371033
C0473,-0.2212886301012991,2,0.4682095094852796,0.9331493322161358,1.0469737665639027,0,True,False,False,False,False,False,True,False,True,False,False,True,False,-0.4659472392870503
C0474,-0.08211339104387827,0,-0.87942233306283,-1.5236823227330012,0.6764947267323725,1,True,False,False,True,False,False,False,False,False,True,False,False,True,3.578598610892336
C0475,0.474587565185805,0,-0.4094814616873028,-1.0769856581967945,-0.2497028728464517,0,True,False,True,False,False,False,False,False,False,True,False,False,True,1.034929467856271
C0476,1.0312885214154883,0,-1.2641275850829097,-1.0769856581967945,-1.9168585520883366,0,True,False,False,False,True,False,False,False,False,True,False,True,False,-0.4767143916781765
C0477,1.30963899953033,1,0.02637683106216644,0.26310433541182576,1.0469737665639027,0,True,False,True,False,False,False,False,False,False,True,False,False,True,-0.38718902005670647
C0478,-1.752216259732928,3,1.5266905426926518,2.2732393258247563,1.2322132864796689,0,False,True,True,False,False,False,False,True,False,False,False,True,False,-0.4931716449915969
C0479,-0.012525771515167854,2,0.641814396094368,1.156497664484239,0.6764947267323725,0,True,False,True,False,False,False,False,False,False,True,False,True,False,-0.4733761883788575
C0480,-1.404278162089376,0,-0.9371224835307735,-1.3003339904648978,-1.7316190321725722,1,False,True,False,False,False,False,True,False,False,True,False,False,True,0.8943609971406743
C0481,-0.7779895863309824,2,0.3708007776791214,-0.4069406613924843,1.0469737665639027,0,False,True,False,True,False,False,False,False,False,True,False,True,False,0.4656678445314009
C0482,-0.012525771515167854,0,-1.1263577297445864,-1.5236823227330012,-1.3611399923410419,0,False,True,False,False,False,True,False,False,True,False,False,False,True,2.2683076054902322
C0483,-0.8475772058596928,2,0.6862664118469086,1.3798459967523424,0.6764947267323725,0,False,True,False,False,True,False,False,False,False,True,False,True,False,-0.5286947319175459
C0484,1.1008761409441987,0,-0.6207030074049863,-1.0769856581967945,-0.9906609525095116,1,False,True,True,False,False,False,False,False,True,False,False,False,True,0.6613341939235606
C0485,-0.08211339104387827,1,-0.2693831724207248,-0.6302889936605877,1.4174528063954333,0,False,True,False,False,False,False,True,False,False,True,False,False,True,0.17615285531156108
C0486,-0.9171648253884032,3,1.8048456180317018,2.4965876580928597,2.343650405974258,0,False,True,False,True,False,False,False,False,True,False,False,False,True,-0.46762357675042177
C0487,-0.5692267277448512,0,-0.7291523273769593,-0.18359232912438098,-0.8054214325937472,0,False,True,True,False,False,False,False,False,True,False,False,True,False,-0.6466117602512037
C0488,0.12664946754225298,1,-0.48453177292360206,-0.18359232912438098,-0.06446335293068653,1,True,False,False,False,False,False,True,False,False,True,False,True,False,-0.4611820506742881
C0489,0.9617009018867779,3,1.9759610029710217,1.6031943290204458,1.2322132864796689,0,True,False,True,False,False,False,False,True,False,False,False,True,False,-0.13613625138954438
C0490,0.40499994565709463,0,-0.6657311073971057,-0.853637325928691,-0.06446335293068653,0,False,True,False,False,False,True,False,False,False,True,False,True,False,0.06534163068426961
C0491,1.5879894776451715,0,-0.20974585778612417,-0.853637325928691,-0.06446335293068653,0,True,False,False,False,True,False,False,False,True,False,False,True,False,0.670229973131292
C0492,1.3792266190590403,1,-0.3323441239732086,0.4864526676799291,-0.43494239276221686,0,False,True,False,False,False,True,False,False,False,False,True,True,False,-0.6871857320283163
C0493,0.9617009018867779,0,-0.9921854005013552,-0.6302889936605877,-0.06446335293068653,0,True,False,False,False,False,True,False,False,False,True,False,True,False,-0.5909151882862732
C0494,0.40499994565709463,0,-0.6786053370688176,-0.6302889936605877,-1.1759004724252766,0,True,False,False,False,False,False,True,False,False,False,True,True,False,-0.25813087132696133
C0495,-0.012525771515167854,1,2.7204345133150443,0.26310433541182576,-0.06446335293068653,0,False,True,False,True,False,False,False,False,False,True,False,True,False,1.201170435054701
C0496,-0.2908762496300095,2,0.4788818880640246,0.26310433541182576,-0.43494239276221686,0,False,True,True,False,False,False,False,False,False,True,False,True,False,-0.1204016047354471
C0497,-1.3346905425606657,0,-0.9781504587508636,-0.4069406613924843,-0.2497028728464517,1,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.727301852247352
C0498,-0.4300514886874303,0,-0.7368300709319112,-1.0769856581967945,0.6764947267323725,0,True,False,False,False,False,False,True,False,False,True,False,False,True,0.455936008989671
C0499,1.5879894776451715,2,0.40413234311341156,-0.4069406613924843,1.2322132864796689,0,False,True,False,True,False,False,False,False,True,False,False,True,False,0.495145224021071
C0500,-0.012525771515167854,1,-0.34114288404217913,-1.0769856581967945,1.0469737665639027,1,False,True,False,False,False,False,True,False,False,True,False,False,True,1.1558024098127997
